# Energy(MeV) 	mg/cm2 	cm
# Starting Energy: 70 MeV
70.000000	0.000000	0.000000
69.994370	0.001000	0.010041
69.988741	0.002000	0.020081
69.983110	0.003000	0.030122
69.977480	0.004000	0.040163
69.971849	0.005000	0.050203
69.966218	0.006000	0.060244
69.960587	0.007000	0.070285
69.954955	0.008000	0.080325
69.949323	0.009000	0.090366
69.943691	0.010000	0.100407
69.938058	0.011000	0.110447
69.932425	0.012000	0.120488
69.926792	0.013000	0.130529
69.921159	0.014000	0.140569
69.915525	0.015000	0.150610
69.909891	0.016000	0.160651
69.904256	0.017000	0.170691
69.898622	0.018000	0.180732
69.892987	0.019000	0.190773
69.887352	0.020000	0.200813
69.881716	0.021000	0.210854
69.876080	0.022000	0.220895
69.870444	0.023000	0.230935
69.864807	0.024000	0.240976
69.859171	0.025000	0.251017
69.853534	0.026000	0.261057
69.847896	0.027000	0.271098
69.842259	0.028000	0.281139
69.836621	0.029000	0.291179
69.830982	0.030000	0.301220
69.825344	0.031000	0.311261
69.819705	0.032000	0.321301
69.814066	0.033000	0.331342
69.808426	0.034000	0.341383
69.802787	0.035000	0.351423
69.797147	0.036000	0.361464
69.791506	0.037000	0.371505
69.785866	0.038000	0.381545
69.780225	0.039000	0.391586
69.774583	0.040000	0.401627
69.768942	0.041000	0.411667
69.763300	0.042000	0.421708
69.757658	0.043000	0.431749
69.752015	0.044000	0.441789
69.746373	0.045000	0.451830
69.740729	0.046000	0.461871
69.735086	0.047000	0.471911
69.729442	0.048000	0.481952
69.723798	0.049000	0.491993
69.718154	0.050000	0.502033
69.712510	0.051000	0.512074
69.706865	0.052000	0.522115
69.701220	0.053000	0.532155
69.695574	0.054000	0.542196
69.689928	0.055000	0.552237
69.684282	0.056000	0.562277
69.678636	0.057000	0.572318
69.672989	0.058000	0.582359
69.667342	0.059000	0.592399
69.661695	0.060000	0.602440
69.656047	0.061000	0.612481
69.650400	0.062000	0.622521
69.644751	0.063000	0.632562
69.639103	0.064000	0.642603
69.633454	0.065000	0.652643
69.627805	0.066000	0.662684
69.622156	0.067000	0.672725
69.616506	0.068000	0.682765
69.610856	0.069000	0.692806
69.605206	0.070000	0.702847
69.599555	0.071000	0.712887
69.593904	0.072000	0.722928
69.588253	0.073000	0.732969
69.582602	0.074000	0.743009
69.576950	0.075000	0.753050
69.571298	0.076000	0.763091
69.565645	0.077000	0.773131
69.559993	0.078000	0.783172
69.554340	0.079000	0.793213
69.548686	0.080000	0.803253
69.543033	0.081000	0.813294
69.537379	0.082000	0.823335
69.531724	0.083000	0.833375
69.526070	0.084000	0.843416
69.520415	0.085000	0.853457
69.514760	0.086000	0.863497
69.509105	0.087000	0.873538
69.503449	0.088000	0.883579
69.497793	0.089000	0.893619
69.492136	0.090000	0.903660
69.486480	0.091000	0.913701
69.480823	0.092000	0.923741
69.475166	0.093000	0.933782
69.469508	0.094000	0.943823
69.463850	0.095000	0.953863
69.458192	0.096000	0.963904
69.452534	0.097000	0.973945
69.446875	0.098000	0.983985
69.441216	0.099000	0.994026
69.435557	0.100000	1.004067
69.429897	0.101000	1.014107
69.424237	0.102000	1.024148
69.418577	0.103000	1.034189
69.412916	0.104000	1.044229
69.407255	0.105000	1.054270
69.401594	0.106000	1.064311
69.395932	0.107000	1.074351
69.390271	0.108000	1.084392
69.384609	0.109000	1.094433
69.378946	0.110000	1.104473
69.373283	0.111000	1.114514
69.367620	0.112000	1.124555
69.361957	0.113000	1.134595
69.356294	0.114000	1.144636
69.350630	0.115000	1.154677
69.344965	0.116000	1.164717
69.339301	0.117000	1.174758
69.333636	0.118000	1.184799
69.327971	0.119000	1.194839
69.322306	0.120000	1.204880
69.316640	0.121000	1.214921
69.310974	0.122000	1.224961
69.305307	0.123000	1.235002
69.299641	0.124000	1.245043
69.293974	0.125000	1.255083
69.288306	0.126000	1.265124
69.282639	0.127000	1.275165
69.276971	0.128000	1.285205
69.271303	0.129000	1.295246
69.265634	0.130000	1.305287
69.259966	0.131000	1.315327
69.254297	0.132000	1.325368
69.248627	0.133000	1.335409
69.242957	0.134000	1.345449
69.237287	0.135000	1.355490
69.231617	0.136000	1.365531
69.225946	0.137000	1.375571
69.220276	0.138000	1.385612
69.214604	0.139000	1.395653
69.208933	0.140000	1.405693
69.203261	0.141000	1.415734
69.197589	0.142000	1.425775
69.191916	0.143000	1.435815
69.186244	0.144000	1.445856
69.180571	0.145000	1.455897
69.174897	0.146000	1.465937
69.169224	0.147000	1.475978
69.163550	0.148000	1.486019
69.157875	0.149000	1.496059
