# Energy(MeV) 	mg/cm2 	cm
# Starting Energy: 30 MeV
30.000000	0.000000	0.000000
29.999145	0.025000	0.251017
29.998289	0.050000	0.502033
29.997434	0.075000	0.753050
29.996578	0.100000	1.004067
29.995722	0.125000	1.255083
29.994867	0.150000	1.506100
29.994011	0.175000	1.757117
29.993156	0.200000	2.008133
29.992300	0.225000	2.259150
29.991444	0.250000	2.510167
29.990589	0.275000	2.761183
29.989733	0.300000	3.012200
29.988877	0.325000	3.263217
29.988022	0.350000	3.514233
29.987166	0.375000	3.765250
29.986310	0.400000	4.016267
29.985454	0.425000	4.267284
29.984598	0.450000	4.518300
29.983742	0.475000	4.769317
29.982887	0.500000	5.020334
29.982031	0.525000	5.271350
29.981175	0.550000	5.522367
29.980319	0.575000	5.773384
29.979463	0.600000	6.024400
29.978607	0.625000	6.275417
29.977751	0.650000	6.526434
29.976895	0.675000	6.777450
29.976039	0.700000	7.028467
29.975183	0.725000	7.279484
29.974327	0.750000	7.530500
29.973471	0.775000	7.781517
29.972615	0.800000	8.032534
29.971758	0.825000	8.283550
29.970902	0.850000	8.534567
29.970046	0.875000	8.785584
29.969190	0.900000	9.036600
29.968334	0.925000	9.287617
29.967477	0.950000	9.538634
29.966621	0.975000	9.789650
29.965765	1.000000	10.040667
29.964908	1.025000	10.291684
29.964052	1.050000	10.542700
29.963196	1.075000	10.793717
29.962339	1.100000	11.044734
29.961483	1.125000	11.295750
29.960627	1.150000	11.546767
29.959770	1.175000	11.797784
29.958914	1.200000	12.048801
29.958057	1.225000	12.299817
29.957201	1.250000	12.550834
29.956344	1.275000	12.801851
29.955488	1.300000	13.052867
29.954631	1.325000	13.303884
29.953774	1.350000	13.554901
29.952918	1.375000	13.805917
29.952061	1.400000	14.056934
29.951205	1.425000	14.307951
29.950348	1.450000	14.558967
29.949491	1.475000	14.809984
29.948634	1.500000	15.061001
29.947778	1.525000	15.312017
29.946921	1.550000	15.563034
29.946064	1.575000	15.814051
29.945207	1.600000	16.065067
29.944351	1.625000	16.316084
29.943494	1.650000	16.567101
29.942637	1.675000	16.818117
29.941780	1.700000	17.069134
29.940923	1.725000	17.320151
29.940066	1.750000	17.571167
29.939209	1.775000	17.822184
29.938352	1.800000	18.073201
29.937495	1.825000	18.324217
29.936638	1.850000	18.575234
29.935781	1.875000	18.826251
29.934924	1.900000	19.077267
29.934067	1.925000	19.328284
29.933210	1.950000	19.579301
29.932353	1.975000	19.830318
29.931496	2.000000	20.081334
29.930638	2.025000	20.332351
29.929781	2.050000	20.583368
29.928924	2.075000	20.834384
29.928067	2.100000	21.085401
29.927210	2.125000	21.336418
29.926352	2.150000	21.587434
29.925495	2.175000	21.838451
29.924638	2.200000	22.089468
29.923780	2.225000	22.340484
29.922923	2.250000	22.591501
29.922066	2.275000	22.842518
29.921208	2.300000	23.093534
29.920351	2.325000	23.344551
29.919493	2.350000	23.595568
29.918636	2.375000	23.846584
29.917778	2.400000	24.097601
29.916921	2.425000	24.348618
29.916063	2.450000	24.599634
29.915206	2.475000	24.850651
29.914348	2.500000	25.101668
29.913491	2.525000	25.352684
29.912633	2.550000	25.603701
29.911775	2.575000	25.854718
29.910918	2.600000	26.105734
29.910060	2.625000	26.356751
29.909202	2.650000	26.607768
29.908345	2.675000	26.858784
29.907487	2.700000	27.109801
29.906629	2.725000	27.360818
29.905771	2.750000	27.611835
29.904914	2.775000	27.862851
29.904056	2.800000	28.113868
29.903198	2.825000	28.364885
29.902340	2.850000	28.615901
29.901482	2.875000	28.866918
29.900624	2.900000	29.117935
29.899766	2.925000	29.368951
29.898908	2.950000	29.619968
29.898050	2.975000	29.870985
29.897192	3.000000	30.122001
29.896334	3.025000	30.373018
29.895476	3.050000	30.624035
29.894618	3.075000	30.875051
29.893760	3.100000	31.126068
29.892902	3.125000	31.377085
29.892044	3.150000	31.628101
29.891186	3.175000	31.879118
29.890328	3.200000	32.130135
29.889470	3.225000	32.381151
29.888611	3.250000	32.632168
29.887753	3.275000	32.883185
29.886895	3.300000	33.134201
29.886037	3.325000	33.385218
29.885178	3.350000	33.636235
29.884320	3.375000	33.887251
29.883462	3.400000	34.138268
29.882603	3.425000	34.389285
29.881745	3.450000	34.640301
29.880886	3.475000	34.891318
29.880028	3.500000	35.142335
29.879170	3.525000	35.393352
29.878311	3.550000	35.644368
29.877453	3.575000	35.895385
29.876594	3.600000	36.146402
29.875736	3.625000	36.397418
29.874877	3.650000	36.648435
29.874019	3.675000	36.899452
29.873160	3.700000	37.150468
29.872301	3.725000	37.401485
29.871443	3.750000	37.652502
29.870584	3.775000	37.903518
29.869725	3.800000	38.154535
29.868867	3.825000	38.405552
29.868008	3.850000	38.656568
29.867149	3.875000	38.907585
29.866290	3.900000	39.158602
29.865432	3.925000	39.409618
29.864573	3.950000	39.660635
29.863714	3.975000	39.911652
29.862855	4.000000	40.162668
29.861996	4.025000	40.413685
29.861137	4.050000	40.664702
29.860278	4.075000	40.915718
29.859420	4.100000	41.166735
29.858561	4.125000	41.417752
29.857702	4.150000	41.668768
29.856843	4.175000	41.919785
29.855984	4.200000	42.170802
29.855125	4.225000	42.421818
29.854265	4.250000	42.672835
29.853406	4.275000	42.923852
29.852547	4.300000	43.174869
29.851688	4.325000	43.425885
29.850829	4.350000	43.676902
29.849970	4.375000	43.927919
29.849111	4.400000	44.178935
29.848251	4.425000	44.429952
29.847392	4.450000	44.680969
29.846533	4.475000	44.931985
29.845674	4.500000	45.183002
29.844814	4.525000	45.434019
29.843955	4.550000	45.685035
29.843096	4.575000	45.936052
29.842236	4.600000	46.187069
29.841377	4.625000	46.438085
29.840518	4.650000	46.689102
29.839658	4.675000	46.940119
29.838799	4.700000	47.191135
29.837939	4.725000	47.442152
29.837080	4.750000	47.693169
29.836220	4.775000	47.944185
29.835361	4.800000	48.195202
29.834501	4.825000	48.446219
29.833642	4.850000	48.697235
29.832782	4.875000	48.948252
29.831922	4.900000	49.199269
29.831063	4.925000	49.450285
29.830203	4.950000	49.701302
29.829343	4.975000	49.952319
29.828484	5.000000	50.203335
29.827624	5.025000	50.454352
29.826764	5.050000	50.705369
29.825904	5.075000	50.956386
29.825045	5.100000	51.207402
29.824185	5.125000	51.458419
29.823325	5.150000	51.709436
29.822465	5.175000	51.960452
29.821605	5.200000	52.211469
29.820745	5.225000	52.462486
29.819885	5.250000	52.713502
29.819025	5.275000	52.964519
29.818165	5.300000	53.215536
29.817305	5.325000	53.466552
29.816445	5.350000	53.717569
29.815585	5.375000	53.968586
29.814725	5.400000	54.219602
29.813865	5.425000	54.470619
29.813005	5.450000	54.721636
29.812145	5.475000	54.972652
29.811285	5.500000	55.223669
29.810425	5.525000	55.474686
29.809565	5.550000	55.725702
29.808704	5.575000	55.976719
29.807844	5.600000	56.227736
29.806984	5.625000	56.478752
29.806124	5.650000	56.729769
29.805263	5.675000	56.980786
29.804403	5.700000	57.231802
29.803543	5.725000	57.482819
29.802682	5.750000	57.733836
29.801822	5.775000	57.984852
29.800962	5.800000	58.235869
29.800101	5.825000	58.486886
29.799241	5.850000	58.737903
29.798380	5.875000	58.988919
29.797520	5.900000	59.239936
29.796659	5.925000	59.490953
29.795799	5.950000	59.741969
29.794938	5.975000	59.992986
29.794078	6.000000	60.244003
29.793217	6.025000	60.495019
29.792357	6.050000	60.746036
29.791496	6.075000	60.997053
