# Energy(MeV) 	mg/cm2 	cm
# Starting Energy: 30 MeV
30.000000	0.000000	0.000000
29.999721	0.016000	0.208857
29.999442	0.032000	0.417714
29.999162	0.048000	0.626571
29.998883	0.064000	0.835428
29.998604	0.080000	1.044285
29.998325	0.096000	1.253142
29.998045	0.112000	1.461999
29.997766	0.128000	1.670856
29.997487	0.144000	1.879713
29.997208	0.160000	2.088570
29.996928	0.176000	2.297427
29.996649	0.192000	2.506284
29.996370	0.208000	2.715141
29.996091	0.224000	2.923998
29.995811	0.240000	3.132855
29.995532	0.256000	3.341712
29.995253	0.272000	3.550569
29.994973	0.288000	3.759426
29.994694	0.304000	3.968283
29.994415	0.320000	4.177140
29.994136	0.336000	4.385997
29.993856	0.352000	4.594854
29.993577	0.368000	4.803711
29.993298	0.384000	5.012568
29.993019	0.400000	5.221425
29.992739	0.416000	5.430282
29.992460	0.432000	5.639139
29.992181	0.448000	5.847996
29.991901	0.464000	6.056853
29.991622	0.480000	6.265710
29.991343	0.496000	6.474567
29.991064	0.512000	6.683424
29.990784	0.528000	6.892281
29.990505	0.544000	7.101138
29.990226	0.560000	7.309995
29.989946	0.576000	7.518852
29.989667	0.592000	7.727709
29.989388	0.608000	7.936566
29.989108	0.624000	8.145423
29.988829	0.640000	8.354280
29.988550	0.656000	8.563137
29.988270	0.672000	8.771994
29.987991	0.688000	8.980851
29.987712	0.704000	9.189708
29.987432	0.720000	9.398565
29.987153	0.736000	9.607422
29.986874	0.752000	9.816279
29.986595	0.768000	10.025136
29.986315	0.784000	10.233993
29.986036	0.800000	10.442850
29.985757	0.816000	10.651707
29.985477	0.832000	10.860564
29.985198	0.848000	11.069421
29.984919	0.864000	11.278278
29.984639	0.880000	11.487135
29.984360	0.896000	11.695992
29.984080	0.912000	11.904849
29.983801	0.928000	12.113706
29.983522	0.944000	12.322563
29.983242	0.960000	12.531420
29.982963	0.976000	12.740277
29.982684	0.992000	12.949134
29.982404	1.008000	13.157991
29.982125	1.024000	13.366848
29.981846	1.040000	13.575705
29.981566	1.056000	13.784562
29.981287	1.072000	13.993419
29.981008	1.088000	14.202276
29.980728	1.104000	14.411133
29.980449	1.120000	14.619990
29.980169	1.136000	14.828847
29.979890	1.152000	15.037704
29.979611	1.168000	15.246561
29.979331	1.184000	15.455418
29.979052	1.200000	15.664275
29.978773	1.216000	15.873132
29.978493	1.232000	16.081989
29.978214	1.248000	16.290846
29.977934	1.264000	16.499703
29.977655	1.280000	16.708560
29.977376	1.296000	16.917417
29.977096	1.312000	17.126274
29.976817	1.328000	17.335131
29.976537	1.344000	17.543988
29.976258	1.360000	17.752845
29.975979	1.376000	17.961702
29.975699	1.392000	18.170559
29.975420	1.408000	18.379416
29.975140	1.424000	18.588273
29.974861	1.440000	18.797130
29.974582	1.456000	19.005987
29.974302	1.472000	19.214844
